Transaction_ID,Date,Origin_Facility,Destination_City,Vehicle_Type,Route_Type,Distance_KM,Package_Weight_KG,Traffic_Conditions,Carbon_Emission_kgCO2e,Is_Eco_Friendly,Vehicle_Standard,Type,CO2_Intensity_g_km,Traffic_Score,Distance_Cat,Weight_Cat
TRX-F53D48CB,2025-09-26,Jakarta Fulfillment Center,Brettfurt,Cargo Bicycle,Urban Last Mile,13.4,5.5,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban 10-50km,Medium 5-20kg
TRX-5636018E,2025-04-11,Semarang Depot,Stephenfurt,Cargo Bicycle,Urban Last Mile,4.8,4.0,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban <10km,Light <5kg
TRX-D034FBF4,2025-07-21,Makassar Port,Deckerport,Heavy Truck,Inter-City,144.4,2299.3,Severe Congestion,203.396,0,Thermal Truck,Thermal,1408.5595567867035,4,Long-Haul >100km,
TRX-C215ED87,2025-12-06,Bandung Hub,New Howardborough,Drone Delivery,Urban Last Mile,10.0,18.5,Normal,0.078,1,Drone,Electric,7.8,2,Urban <10km,Medium 5-20kg
TRX-3B7080BE,2025-05-08,Bandung Hub,South Devinfort,Cargo Bicycle,Urban Last Mile,5.5,16.4,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban <10km,Medium 5-20kg
TRX-11CA3C1D,2025-08-29,Bandung Hub,Donnafurt,Motorcycle (Courier),Inter-District,37.9,27.6,High,5.456,0,Thermal Scooter,Thermal,143.95778364116094,3,Urban 10-50km,Heavy 20-100kg
TRX-CA1ACEB8,2025-06-14,Jakarta Fulfillment Center,Ryanland,Drone Delivery,Urban Last Mile,9.1,25.6,High,0.101,1,Drone,Electric,11.098901098901099,3,Urban <10km,Heavy 20-100kg
TRX-67F12A37,2025-01-18,Medan Distribution,Perezside,Cargo Bicycle,Urban Last Mile,2.2,1.6,Low,0.0,1,Electric Bike,Electric,0.0,1,Urban <10km,Light <5kg
TRX-59CBE18D,2025-04-22,Makassar Port,Jenkinstown,Drone Delivery,Urban Last Mile,12.0,19.0,High,0.116,1,Drone,Electric,9.666666666666666,3,Urban 10-50km,Medium 5-20kg
TRX-D55AE82B,2025-12-16,Jakarta Fulfillment Center,East Philipbury,Cargo Bicycle,Urban Last Mile,4.3,8.4,Low,0.0,1,Electric Bike,Electric,0.0,1,Urban <10km,Medium 5-20kg
TRX-0E564E05,2025-05-20,Jakarta Fulfillment Center,Justinshire,Diesel Van (Euro 6),Mixed Route,37.7,27.2,Normal,7.176,0,Thermal Van,Thermal,190.3448275862069,2,Urban 10-50km,Heavy 20-100kg
TRX-A0B05BA9,2025-06-08,Surabaya Warehouse,Port Jason,Diesel Van (Euro 6),Mixed Route,11.9,3.6,Severe Congestion,3.895,0,Thermal Van,Thermal,327.3109243697479,4,Urban 10-50km,Light <5kg
TRX-29D96597,2025-10-05,Medan Distribution,Jenniferchester,Heavy Truck,Inter-City,672.8,4422.2,High,853.624,0,Thermal Truck,Thermal,1268.7633769322235,3,,
TRX-D7253DD2,2025-10-17,Semarang Depot,Lake Angelica,Heavy Truck,Inter-City,552.3,858.5,High,613.913,0,Thermal Truck,Thermal,1111.557124751041,3,,Bulk >100kg
TRX-2F0912CA,2025-12-18,Jakarta Fulfillment Center,Michaelview,Diesel Van (Euro 6),Mixed Route,67.0,5.0,Normal,13.29,0,Thermal Van,Thermal,198.3582089552239,2,Suburban 50-100km,Light <5kg
TRX-395C0BB0,2025-06-15,Medan Distribution,East Erin,Electric Van (EV),Mixed Route,68.5,11.3,Low,3.508,1,Electric Van,Electric,51.21167883211679,1,Suburban 50-100km,Medium 5-20kg
TRX-063D21F7,2025-09-07,Medan Distribution,North Jonathan,Diesel Van (Euro 6),Mixed Route,19.1,1.9,High,4.712,0,Thermal Van,Thermal,246.70157068062827,3,Urban 10-50km,Light <5kg
TRX-28516E7F,2025-06-10,Surabaya Warehouse,Daymouth,Electric Van (EV),Mixed Route,24.2,14.9,Normal,1.3,1,Electric Van,Electric,53.719008264462815,2,Urban 10-50km,Medium 5-20kg
TRX-806D9C4E,2025-10-06,Semarang Depot,Andrewbury,Motorcycle (Courier),Inter-District,13.8,9.3,Normal,1.375,0,Thermal Scooter,Thermal,99.63768115942028,2,Urban 10-50km,Medium 5-20kg
TRX-F1ED62F9,2025-08-09,Makassar Port,Pamelaland,Cargo Bicycle,Urban Last Mile,10.7,5.5,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban 10-50km,Medium 5-20kg
TRX-39259574,2025-05-30,Makassar Port,New Adriennemouth,Heavy Truck,Inter-City,123.3,4927.5,Normal,121.079,0,Thermal Truck,Thermal,981.9870235198703,2,Long-Haul >100km,
TRX-F01A8447,2025-10-29,Bandung Hub,Teresaside,Motorcycle (Courier),Inter-District,13.6,15.1,Low,1.193,0,Thermal Scooter,Thermal,87.72058823529412,1,Urban 10-50km,Medium 5-20kg
TRX-0A8F1C09,2025-08-13,Medan Distribution,Abigailfort,Cargo Bicycle,Urban Last Mile,2.2,16.0,High,0.0,1,Electric Bike,Electric,0.0,3,Urban <10km,Medium 5-20kg
TRX-F761DC32,2025-02-08,Medan Distribution,Huntermouth,Motorcycle (Courier),Inter-District,17.5,18.8,High,2.145,0,Thermal Scooter,Thermal,122.57142857142857,3,Urban 10-50km,Medium 5-20kg
TRX-3DADF63B,2025-10-28,Surabaya Warehouse,Lake Donnaville,Diesel Van (Euro 6),Mixed Route,61.0,1.7,Normal,11.475,0,Thermal Van,Thermal,188.11475409836066,2,Suburban 50-100km,Light <5kg
TRX-689507B8,2025-09-11,Surabaya Warehouse,Fernandezport,Motorcycle (Courier),Inter-District,6.1,2.5,Low,0.521,0,Thermal Scooter,Thermal,85.40983606557377,1,Urban <10km,Light <5kg
TRX-C5FE75C5,2025-06-15,Medan Distribution,South Sandra,Diesel Van (Euro 4),Mixed Route,140.7,25.3,High,50.952,0,Thermal Van,Thermal,362.1321961620469,3,Long-Haul >100km,Heavy 20-100kg
TRX-51897A6C,2025-08-25,Surabaya Warehouse,Johnsonberg,Diesel Van (Euro 6),Mixed Route,149.1,21.8,Normal,28.312,0,Thermal Van,Thermal,189.88598256203892,2,Long-Haul >100km,Heavy 20-100kg
TRX-EEEBB751,2025-01-22,Jakarta Fulfillment Center,Wilsonmouth,Cargo Bicycle,Urban Last Mile,6.4,10.3,Low,0.0,1,Electric Bike,Electric,0.0,1,Urban <10km,Medium 5-20kg
TRX-83EA4E72,2025-07-15,Bandung Hub,Port Shelby,Diesel Van (Euro 6),Mixed Route,90.1,13.6,High,25.932,0,Thermal Van,Thermal,287.8135405105439,3,Suburban 50-100km,Medium 5-20kg
TRX-9A0DBAE4,2025-05-16,Bandung Hub,East Lorimouth,Heavy Truck,Inter-City,738.2,1145.4,Normal,591.228,0,Thermal Truck,Thermal,800.904903820103,2,,
TRX-4F5E08C8,2025-03-09,Jakarta Fulfillment Center,Michaelmouth,Diesel Van (Euro 4),Mixed Route,75.9,9.9,Low,21.903,0,Thermal Van,Thermal,288.5770750988142,1,Suburban 50-100km,Medium 5-20kg
TRX-019CCCEB,2025-02-02,Jakarta Fulfillment Center,Terrifort,Diesel Van (Euro 4),Mixed Route,62.1,9.5,Normal,17.37,0,Thermal Van,Thermal,279.71014492753625,2,Suburban 50-100km,Medium 5-20kg
TRX-B71BAD83,2025-03-29,Bandung Hub,Rebeccachester,Heavy Truck,Inter-City,157.2,2051.8,Low,124.395,0,Thermal Truck,Thermal,791.3167938931298,1,Long-Haul >100km,
TRX-E372673E,2026-01-03,Semarang Depot,South Nicole,Drone Delivery,Urban Last Mile,4.3,17.1,Normal,0.037,1,Drone,Electric,8.604651162790699,2,Urban <10km,Medium 5-20kg
TRX-007F9382,2025-12-25,Makassar Port,Garyton,Electric Van (EV),Mixed Route,64.6,28.4,High,3.236,1,Electric Van,Electric,50.09287925696595,3,Suburban 50-100km,Heavy 20-100kg
TRX-07E58BA6,2025-05-11,Semarang Depot,Carlosborough,Diesel Van (Euro 6),Mixed Route,122.1,28.2,Normal,23.696,0,Thermal Van,Thermal,194.0704340704341,2,Long-Haul >100km,Heavy 20-100kg
TRX-AB002B24,2025-02-09,Medan Distribution,North Nathanmouth,Motorcycle (Courier),Inter-District,18.6,29.9,High,2.738,0,Thermal Scooter,Thermal,147.2043010752688,3,Urban 10-50km,Heavy 20-100kg
TRX-9E89EB95,2025-04-11,Bandung Hub,West Ericton,Heavy Truck,Inter-City,612.4,1704.7,Normal,573.624,0,Thermal Truck,Thermal,936.6819072501634,2,,
TRX-02A2A918,2025-09-03,Jakarta Fulfillment Center,New Davidtown,Cargo Bicycle,Urban Last Mile,6.6,7.9,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban <10km,Medium 5-20kg
TRX-AB068ED7,2025-11-07,Bandung Hub,Port Julia,Diesel Van (Euro 4),Mixed Route,109.8,8.5,High,40.011,0,Thermal Van,Thermal,364.39890710382514,3,Long-Haul >100km,Medium 5-20kg
TRX-E4161F39,2025-05-16,Semarang Depot,Shaffershire,Motorcycle (Courier),Inter-District,37.7,24.2,Normal,4.074,0,Thermal Scooter,Thermal,108.06366047745357,2,Urban 10-50km,Heavy 20-100kg
TRX-9447CAE5,2025-06-19,Makassar Port,Lake Josemouth,Heavy Truck,Inter-City,208.4,3611.4,Normal,202.37,0,Thermal Truck,Thermal,971.0652591170825,2,Long-Haul >100km,
TRX-1F163C67,2025-11-28,Makassar Port,Andersonborough,Diesel Van (Euro 4),Mixed Route,26.8,15.8,High,10.457,0,Thermal Van,Thermal,390.1865671641791,3,Urban 10-50km,Medium 5-20kg
TRX-FAF14EC0,2025-02-10,Medan Distribution,Hutchinsonfurt,Drone Delivery,Urban Last Mile,2.8,24.8,Normal,0.025,1,Drone,Electric,8.928571428571429,2,Urban <10km,Heavy 20-100kg
TRX-C29E1B1B,2025-10-18,Jakarta Fulfillment Center,South Jessicaland,Cargo Bicycle,Urban Last Mile,8.2,15.7,Low,0.0,1,Electric Bike,Electric,0.0,1,Urban <10km,Medium 5-20kg
TRX-FF78AB2D,2025-05-28,Bandung Hub,Williamsmouth,Drone Delivery,Urban Last Mile,11.9,2.0,Normal,0.065,1,Drone,Electric,5.46218487394958,2,Urban 10-50km,Light <5kg
TRX-3D5AECA6,2025-02-16,Surabaya Warehouse,Hillfurt,Electric Van (EV),Mixed Route,121.9,17.0,Normal,5.859,1,Electric Van,Electric,48.063986874487284,2,Long-Haul >100km,Medium 5-20kg
TRX-F84FA0E4,2025-11-04,Bandung Hub,Lake Alvinstad,Heavy Truck,Inter-City,795.8,2289.7,High,884.845,0,Thermal Truck,Thermal,1111.8936918823827,3,,
TRX-AF3A381C,2025-07-29,Makassar Port,East Taylor,Cargo Bicycle,Urban Last Mile,2.9,10.1,Low,0.0,1,Electric Bike,Electric,0.0,1,Urban <10km,Medium 5-20kg
TRX-E02A6DFA,2025-09-09,Semarang Depot,Williamstad,Cargo Bicycle,Urban Last Mile,12.9,20.1,Low,0.0,1,Electric Bike,Electric,0.0,1,Urban 10-50km,Heavy 20-100kg
TRX-563E22A0,2025-03-22,Surabaya Warehouse,South Emilyburgh,Motorcycle (Courier),Inter-District,30.4,5.3,Normal,2.759,0,Thermal Scooter,Thermal,90.75657894736842,2,Urban 10-50km,Medium 5-20kg
TRX-DBD65BA0,2025-05-09,Makassar Port,Brittneyview,Motorcycle (Courier),Inter-District,24.8,10.6,Normal,2.561,0,Thermal Scooter,Thermal,103.26612903225806,2,Urban 10-50km,Medium 5-20kg
TRX-02D72F0F,2025-06-04,Semarang Depot,Rileyville,Cargo Bicycle,Urban Last Mile,14.9,22.6,High,0.0,1,Electric Bike,Electric,0.0,3,Urban 10-50km,Heavy 20-100kg
TRX-E553DF29,2025-07-07,Semarang Depot,Lake Geraldberg,Motorcycle (Courier),Inter-District,9.6,14.7,Normal,1.046,0,Thermal Scooter,Thermal,108.95833333333334,2,Urban <10km,Medium 5-20kg
TRX-D599FA1B,2025-02-16,Surabaya Warehouse,Mariaville,Motorcycle (Courier),Inter-District,15.7,19.6,High,1.978,0,Thermal Scooter,Thermal,125.98726114649682,3,Urban 10-50km,Medium 5-20kg
TRX-EE3D22CE,2025-11-29,Surabaya Warehouse,South Noahmouth,Diesel Van (Euro 4),Mixed Route,86.2,1.2,Normal,20.81,0,Thermal Van,Thermal,241.415313225058,2,Suburban 50-100km,Light <5kg
TRX-2C30AD0A,2025-06-10,Surabaya Warehouse,Port Nathanhaven,Electric Van (EV),Mixed Route,138.2,14.9,Low,6.897,1,Electric Van,Electric,49.905933429811874,1,Long-Haul >100km,Medium 5-20kg
TRX-D7AC24A3,2025-07-16,Bandung Hub,North Robert,Heavy Truck,Inter-City,156.1,4748.8,Normal,161.724,0,Thermal Truck,Thermal,1036.0281870595772,2,Long-Haul >100km,
TRX-776AE2D8,2025-11-23,Surabaya Warehouse,Wallacemouth,Drone Delivery,Urban Last Mile,12.7,18.6,Normal,0.107,1,Drone,Electric,8.425196850393702,2,Urban 10-50km,Medium 5-20kg
TRX-7D78824E,2025-11-18,Medan Distribution,Joshuabury,Cargo Bicycle,Urban Last Mile,10.6,27.7,High,0.0,1,Electric Bike,Electric,0.0,3,Urban 10-50km,Heavy 20-100kg
TRX-164C01D4,2025-08-18,Medan Distribution,North Maria,Electric Van (EV),Mixed Route,67.9,11.9,High,3.46,1,Electric Van,Electric,50.95729013254786,3,Suburban 50-100km,Medium 5-20kg
TRX-E116A9D5,2025-05-05,Semarang Depot,North William,Motorcycle (Courier),Inter-District,9.8,0.7,Normal,0.93,0,Thermal Scooter,Thermal,94.89795918367346,2,Urban <10km,Light <5kg
TRX-850155B8,2025-03-03,Surabaya Warehouse,Karaland,Heavy Truck,Inter-City,552.5,3273.9,High,632.074,0,Thermal Truck,Thermal,1144.025339366516,3,,
TRX-5A76DEEA,2025-04-26,Semarang Depot,Martinezmouth,Heavy Truck,Inter-City,542.9,4112.3,Low,452.738,0,Thermal Truck,Thermal,833.9252164302818,1,,
TRX-5513760E,2025-05-27,Medan Distribution,North Kaitlinview,Heavy Truck,Inter-City,227.0,1344.4,Normal,174.352,0,Thermal Truck,Thermal,768.0704845814978,2,Long-Haul >100km,
TRX-A5BDA755,2025-11-23,Bandung Hub,Williehaven,Diesel Van (Euro 4),Mixed Route,17.3,3.3,Normal,4.577,0,Thermal Van,Thermal,264.56647398843927,2,Urban 10-50km,Light <5kg
TRX-5A8F104A,2025-06-15,Bandung Hub,Amychester,Cargo Bicycle,Urban Last Mile,4.7,28.8,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban <10km,Heavy 20-100kg
TRX-022FA01D,2025-06-05,Semarang Depot,Pattonview,Drone Delivery,Urban Last Mile,9.4,5.1,Low,0.056,1,Drone,Electric,5.957446808510638,1,Urban <10km,Medium 5-20kg
TRX-1D1AC597,2025-03-30,Surabaya Warehouse,North Lindsey,Cargo Bicycle,Urban Last Mile,5.6,19.4,Severe Congestion,0.0,1,Electric Bike,Electric,0.0,4,Urban <10km,Medium 5-20kg
TRX-1E522469,2025-12-01,Makassar Port,East Charlenefurt,Motorcycle (Courier),Inter-District,32.5,6.2,Normal,3.18,0,Thermal Scooter,Thermal,97.84615384615384,2,Urban 10-50km,Medium 5-20kg
TRX-268F8CD5,2025-07-22,Semarang Depot,New Charlesbury,Diesel Van (Euro 4),Mixed Route,44.3,12.8,Normal,12.877,0,Thermal Van,Thermal,290.67720090293454,2,Urban 10-50km,Medium 5-20kg
TRX-A3AD96A2,2025-03-26,Medan Distribution,Kristentown,Motorcycle (Courier),Inter-District,20.8,16.7,Low,1.85,0,Thermal Scooter,Thermal,88.9423076923077,1,Urban 10-50km,Medium 5-20kg
TRX-E0833942,2025-11-20,Makassar Port,New Steven,Drone Delivery,Urban Last Mile,14.7,7.6,Normal,0.102,1,Drone,Electric,6.938775510204082,2,Urban 10-50km,Medium 5-20kg
TRX-55172224,2025-09-19,Makassar Port,East Maryville,Electric Van (EV),Mixed Route,62.0,4.1,Normal,3.396,1,Electric Van,Electric,54.774193548387096,2,Suburban 50-100km,Light <5kg
TRX-D6955678,2025-06-08,Surabaya Warehouse,New Kevinberg,Electric Van (EV),Mixed Route,103.8,15.9,Normal,5.289,1,Electric Van,Electric,50.95375722543353,2,Long-Haul >100km,Medium 5-20kg
TRX-D29A6E67,2025-03-18,Bandung Hub,Matthewview,Diesel Van (Euro 4),Mixed Route,13.5,1.4,Normal,3.455,0,Thermal Van,Thermal,255.92592592592592,2,Urban 10-50km,Light <5kg
TRX-A991C75E,2025-12-14,Surabaya Warehouse,Lake Kathleen,Heavy Truck,Inter-City,423.4,727.6,Normal,349.533,0,Thermal Truck,Thermal,825.5384978743506,2,Long-Haul >100km,Bulk >100kg
TRX-A6B29D1A,2025-06-13,Makassar Port,Dustinshire,Diesel Van (Euro 4),Mixed Route,63.8,4.5,Low,16.465,0,Thermal Van,Thermal,258.0721003134796,1,Suburban 50-100km,Light <5kg
TRX-43BA8EE5,2025-08-02,Jakarta Fulfillment Center,Port Feliciamouth,Electric Van (EV),Mixed Route,44.5,9.6,Severe Congestion,2.558,1,Electric Van,Electric,57.48314606741573,4,Urban 10-50km,Medium 5-20kg
TRX-C5527914,2025-12-20,Jakarta Fulfillment Center,Garrettside,Cargo Bicycle,Urban Last Mile,5.1,5.4,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban <10km,Medium 5-20kg
TRX-C7857850,2025-09-27,Jakarta Fulfillment Center,Lake Betty,Heavy Truck,Inter-City,232.5,4962.4,Low,205.146,0,Thermal Truck,Thermal,882.3483870967742,1,Long-Haul >100km,
TRX-5B68D5EB,2026-01-03,Jakarta Fulfillment Center,East Carriebury,Drone Delivery,Urban Last Mile,6.2,21.8,Normal,0.054,1,Drone,Electric,8.709677419354838,2,Urban <10km,Heavy 20-100kg
TRX-F403AAAC,2025-05-13,Medan Distribution,West John,Drone Delivery,Urban Last Mile,4.2,17.6,Normal,0.034,1,Drone,Electric,8.095238095238095,2,Urban <10km,Medium 5-20kg
TRX-0248DBF8,2025-04-18,Makassar Port,West Thomas,Drone Delivery,Urban Last Mile,11.4,12.9,High,0.09,1,Drone,Electric,7.894736842105263,3,Urban 10-50km,Medium 5-20kg
TRX-04C121E5,2025-04-01,Jakarta Fulfillment Center,Sullivanborough,Electric Van (EV),Mixed Route,79.6,28.6,Normal,3.775,1,Electric Van,Electric,47.424623115577894,2,Suburban 50-100km,Heavy 20-100kg
TRX-859BEA02,2025-05-10,Bandung Hub,South Devon,Electric Van (EV),Mixed Route,86.3,18.1,High,4.73,1,Electric Van,Electric,54.80880648899189,3,Suburban 50-100km,Medium 5-20kg
TRX-7154FAEE,2025-12-18,Jakarta Fulfillment Center,Kristenberg,Drone Delivery,Urban Last Mile,10.2,29.2,Low,0.112,1,Drone,Electric,10.980392156862745,1,Urban 10-50km,Heavy 20-100kg
TRX-80845677,2025-02-13,Semarang Depot,Jacobbury,Motorcycle (Courier),Inter-District,27.8,22.1,Low,2.631,0,Thermal Scooter,Thermal,94.64028776978417,1,Urban 10-50km,Heavy 20-100kg
TRX-C3E5A8AD,2025-05-29,Makassar Port,South Corey,Diesel Van (Euro 4),Mixed Route,92.3,0.6,Normal,24.643,0,Thermal Van,Thermal,266.98808234019504,2,Suburban 50-100km,Light <5kg
TRX-8BD21EB1,2025-09-29,Bandung Hub,Lake Julian,Electric Van (EV),Mixed Route,21.8,10.6,Normal,1.018,1,Electric Van,Electric,46.69724770642202,2,Urban 10-50km,Medium 5-20kg
TRX-46764EFE,2025-12-22,Medan Distribution,Laurenmouth,Electric Van (EV),Mixed Route,32.8,15.3,Normal,1.536,1,Electric Van,Electric,46.82926829268293,2,Urban 10-50km,Medium 5-20kg
TRX-9DED68E9,2025-07-08,Bandung Hub,South Codyburgh,Motorcycle (Courier),Inter-District,27.6,5.3,Normal,2.401,0,Thermal Scooter,Thermal,86.9927536231884,2,Urban 10-50km,Medium 5-20kg
TRX-37B7C080,2025-09-04,Bandung Hub,Loganmouth,Electric Van (EV),Mixed Route,12.8,5.6,High,0.718,1,Electric Van,Electric,56.09375,3,Urban 10-50km,Medium 5-20kg
TRX-027FEDE1,2025-05-06,Semarang Depot,Stephenmouth,Motorcycle (Courier),Inter-District,19.1,19.5,Normal,1.999,0,Thermal Scooter,Thermal,104.65968586387434,2,Urban 10-50km,Medium 5-20kg
TRX-E4479F93,2025-07-18,Semarang Depot,Richardsonshire,Heavy Truck,Inter-City,570.6,2098.8,High,693.435,0,Thermal Truck,Thermal,1215.273396424816,3,,
TRX-0AC67D30,2025-04-04,Jakarta Fulfillment Center,Jeffreymouth,Electric Van (EV),Mixed Route,41.8,26.4,High,2.148,1,Electric Van,Electric,51.387559808612444,3,Urban 10-50km,Heavy 20-100kg
TRX-DD7743DE,2025-09-28,Makassar Port,Lake Cindy,Cargo Bicycle,Urban Last Mile,5.8,5.7,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban <10km,Medium 5-20kg
TRX-52650633,2025-07-17,Makassar Port,Port Danielside,Diesel Van (Euro 6),Mixed Route,129.5,2.3,Normal,24.422,0,Thermal Van,Thermal,188.58687258687257,2,Long-Haul >100km,Light <5kg
TRX-9CF58ACA,2025-05-08,Makassar Port,North Jason,Cargo Bicycle,Urban Last Mile,8.2,3.0,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban <10km,Light <5kg
TRX-1FCD3198,2025-01-19,Bandung Hub,North Theresa,Heavy Truck,Inter-City,236.5,682.5,Severe Congestion,324.471,0,Thermal Truck,Thermal,1371.970401691332,4,Long-Haul >100km,Bulk >100kg
TRX-9B1B4D89,2025-08-06,Medan Distribution,Jennafort,Cargo Bicycle,Urban Last Mile,14.1,24.3,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban 10-50km,Heavy 20-100kg
TRX-0B5F541F,2025-09-23,Semarang Depot,Brettview,Diesel Van (Euro 6),Mixed Route,106.0,4.1,Severe Congestion,31.475,0,Thermal Van,Thermal,296.9339622641509,4,Long-Haul >100km,Light <5kg
TRX-FCA1B9A7,2025-06-30,Surabaya Warehouse,Nicholaschester,Cargo Bicycle,Urban Last Mile,12.1,3.9,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban 10-50km,Light <5kg
TRX-B62AF6DA,2025-04-23,Bandung Hub,East Colleentown,Heavy Truck,Inter-City,732.9,920.9,High,834.4,0,Thermal Truck,Thermal,1138.4909264565426,3,,Bulk >100kg
TRX-286BADEF,2025-03-05,Bandung Hub,Daltonchester,Electric Van (EV),Mixed Route,71.2,21.3,Normal,3.585,1,Electric Van,Electric,50.35112359550562,2,Suburban 50-100km,Heavy 20-100kg
TRX-CFF250B5,2025-02-04,Makassar Port,Rosalesville,Diesel Van (Euro 6),Mixed Route,10.4,27.1,Severe Congestion,3.221,0,Thermal Van,Thermal,309.71153846153845,4,Urban 10-50km,Heavy 20-100kg
TRX-78E29280,2025-11-17,Medan Distribution,Whitneychester,Drone Delivery,Urban Last Mile,13.5,1.8,High,0.079,1,Drone,Electric,5.851851851851852,3,Urban 10-50km,Light <5kg
TRX-512DE4CF,2025-05-17,Bandung Hub,South Matthew,Heavy Truck,Inter-City,679.4,3956.8,Low,552.691,0,Thermal Truck,Thermal,813.4986753017369,1,,
TRX-5D0795CC,2025-05-12,Jakarta Fulfillment Center,Jamesshire,Electric Van (EV),Mixed Route,59.6,6.8,Normal,3.154,1,Electric Van,Electric,52.91946308724832,2,Suburban 50-100km,Medium 5-20kg
TRX-B9EAAC99,2025-02-10,Makassar Port,Port Melissa,Cargo Bicycle,Urban Last Mile,12.1,17.7,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban 10-50km,Medium 5-20kg
TRX-4ACDB410,2025-08-20,Medan Distribution,Lawsonmouth,Heavy Truck,Inter-City,133.0,4777.4,High,163.753,0,Thermal Truck,Thermal,1231.2255639097743,3,Long-Haul >100km,
TRX-F7CF69F8,2025-06-07,Bandung Hub,Emilyport,Motorcycle (Courier),Inter-District,17.0,5.9,Low,1.286,0,Thermal Scooter,Thermal,75.6470588235294,1,Urban 10-50km,Medium 5-20kg
TRX-A0C92E76,2025-06-19,Bandung Hub,Hernandezborough,Cargo Bicycle,Urban Last Mile,4.7,12.6,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban <10km,Medium 5-20kg
TRX-C04A150D,2025-08-18,Medan Distribution,Melissaborough,Diesel Van (Euro 4),Mixed Route,24.3,28.9,Low,6.327,0,Thermal Van,Thermal,260.3703703703704,1,Urban 10-50km,Heavy 20-100kg
TRX-B62526EF,2025-01-22,Jakarta Fulfillment Center,Jessicafurt,Heavy Truck,Inter-City,513.9,1796.3,Normal,510.5,0,Thermal Truck,Thermal,993.3839268340145,2,,
TRX-5CF4BB9A,2025-02-17,Surabaya Warehouse,Mollychester,Electric Van (EV),Mixed Route,51.1,27.9,High,2.908,1,Electric Van,Electric,56.908023483365945,3,Suburban 50-100km,Heavy 20-100kg
TRX-C82DE217,2025-09-05,Jakarta Fulfillment Center,Markmouth,Cargo Bicycle,Urban Last Mile,12.2,0.6,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban 10-50km,Light <5kg
TRX-2FC7E3B1,2025-10-15,Semarang Depot,East Joshua,Motorcycle (Courier),Inter-District,29.6,6.6,Normal,2.966,0,Thermal Scooter,Thermal,100.2027027027027,2,Urban 10-50km,Medium 5-20kg
TRX-4B3A5669,2025-11-01,Medan Distribution,Jacquelineborough,Electric Van (EV),Mixed Route,59.0,17.8,Normal,3.133,1,Electric Van,Electric,53.101694915254235,2,Suburban 50-100km,Medium 5-20kg
TRX-DFCE5DB1,2025-06-27,Semarang Depot,North Steven,Diesel Van (Euro 6),Mixed Route,50.8,14.3,Normal,9.449,0,Thermal Van,Thermal,186.00393700787401,2,Suburban 50-100km,Medium 5-20kg
TRX-EC25F60A,2025-05-27,Jakarta Fulfillment Center,Lake Jessica,Diesel Van (Euro 4),Mixed Route,28.1,17.8,High,10.958,0,Thermal Van,Thermal,389.9644128113879,3,Urban 10-50km,Medium 5-20kg
TRX-003D5BB1,2025-03-06,Makassar Port,Sarahmouth,Diesel Van (Euro 6),Mixed Route,104.6,17.8,High,24.472,0,Thermal Van,Thermal,233.95793499043978,3,Long-Haul >100km,Medium 5-20kg
TRX-260DE611,2025-12-28,Medan Distribution,West Katherinefurt,Drone Delivery,Urban Last Mile,5.2,20.3,Normal,0.05,1,Drone,Electric,9.615384615384615,2,Urban <10km,Heavy 20-100kg
TRX-8822DC54,2025-12-13,Jakarta Fulfillment Center,South Theodorechester,Motorcycle (Courier),Inter-District,17.1,11.4,Low,1.443,0,Thermal Scooter,Thermal,84.3859649122807,1,Urban 10-50km,Medium 5-20kg
TRX-B1572665,2025-06-28,Medan Distribution,East Christine,Cargo Bicycle,Urban Last Mile,13.9,24.1,Normal,0.0,1,Electric Bike,Electric,0.0,2,Urban 10-50km,Heavy 20-100kg
TRX-5F9DF923,2025-03-19,Makassar Port,Jacksonville,Diesel Van (Euro 6),Mixed Route,68.4,14.4,Severe Congestion,22.543,0,Thermal Van,Thermal,329.57602339181284,4,Suburban 50-100km,Medium 5-20kg
TRX-CD1E8904,2025-12-24,Semarang Depot,New Marktown,Diesel Van (Euro 4),Mixed Route,32.2,24.5,Normal,8.675,0,Thermal Van,Thermal,269.4099378881987,2,Urban 10-50km,Heavy 20-100kg
